Epoch,T Loss,Val Acc
1,1.713971,0.832958
2,0.353516,0.94726
3,0.152659,0.948761
4,0.093723,0.972598
5,0.063011,0.974287
6,0.04449,0.977665
7,0.038366,0.984985
8,0.027526,0.989865
9,0.032955,0.986486
10,0.01607,0.984422
