Epoch,T Loss,Val Acc
1,1.767676,0.802365
2,0.3771,0.914414
3,0.173243,0.955143
4,0.106128,0.967905
5,0.074449,0.97973
6,0.052618,0.970158
7,0.040007,0.980293
8,0.034068,0.981982
9,0.020796,0.981231
10,0.025058,0.981231
