Epoch,T Loss,Val Acc
1,1.67719,0.868243
2,0.317208,0.9253
3,0.146132,0.972785
4,0.086078,0.980293
5,0.060162,0.968656
6,0.040227,0.987425
7,0.029169,0.983483
8,0.033235,0.985173
9,0.029779,0.980293
10,0.025395,0.984234
