Epoch,T Loss,Val Acc
1,1.859435,0.796547
2,0.399745,0.937875
3,0.165042,0.948198
4,0.094772,0.967342
5,0.064387,0.973348
6,0.038492,0.970533
7,0.031688,0.973348
8,0.037323,0.978041
9,0.0237,0.984797
10,0.016089,0.98705
