Epoch,T Loss,Val Acc
1,1.335134,0.881006
2,0.232555,0.962838
3,0.101896,0.974662
4,0.063893,0.961899
5,0.050873,0.97241
6,0.031253,0.979917
7,0.025719,0.98217
8,0.024082,0.973536
9,0.028911,0.981607
10,0.024909,0.965465
