Epoch,T Loss,Val Acc
1,1.818961,0.733859
2,0.448948,0.925113
3,0.20068,0.950075
4,0.126563,0.970533
5,0.078785,0.976914
6,0.060028,0.98048
7,0.043434,0.975413
8,0.040787,0.98048
9,0.02412,0.9878
10,0.025105,0.986674
