Epoch,T Loss,Val Acc
1,2.481571,0.594032
2,0.990503,0.796734
3,0.50818,0.869932
4,0.304017,0.920233
5,0.211812,0.942192
6,0.160808,0.944632
7,0.125591,0.965465
8,0.0906,0.971471
9,0.075736,0.97485
10,0.062245,0.970721
