Epoch,T Loss,Val Acc
1,1.518923,0.867868
2,0.296371,0.936374
3,0.140764,0.960773
4,0.096397,0.975413
5,0.054304,0.952703
6,0.066252,0.968468
7,0.030415,0.978979
8,0.021826,0.98292
9,0.021397,0.974287
10,0.024553,0.976914
