Epoch,T Loss,Val Acc
1,2.110151,0.687312
2,0.673397,0.858483
3,0.327178,0.90503
4,0.202318,0.946134
5,0.14001,0.95777
6,0.105201,0.961336
7,0.081447,0.973536
8,0.059259,0.968281
9,0.05552,0.972973
10,0.039492,0.972785
