Epoch,T Loss,Val Acc
1,2.150435,0.678491
2,0.578946,0.898086
3,0.262457,0.945383
4,0.159709,0.954204
5,0.109308,0.966779
6,0.078248,0.971659
7,0.07014,0.975601
8,0.051027,0.978416
9,0.033984,0.978416
10,0.025555,0.96753
