Epoch,T Loss,Val Acc
1,1.423125,0.867868
2,0.234259,0.96021
3,0.106763,0.958896
4,0.06951,0.972973
5,0.04665,0.959084
6,0.039715,0.98048
7,0.028255,0.979917
8,0.036222,0.983483
9,0.024084,0.983671
10,0.017527,0.981982
