Epoch,T Loss,Val Acc
1,1.606334,0.823761
2,0.304397,0.953453
3,0.126595,0.958896
4,0.070683,0.972598
5,0.048662,0.982357
6,0.045414,0.962275
7,0.033467,0.985548
8,0.02168,0.981607
9,0.024723,0.981794
10,0.019062,0.980105
